question_id,question,category,answer_1,score_1,answer_2,score_2,answer_3,score_3,answer_4,score_4,answer_5,score_5,answer_6,score_6,source_type,notes
Q0115,Name your favorite natural feature,Nature,TREE,38.0,FLOWER,24.0,MOUNTAIN,16.0,RIVER,10.0,LAKE,7.0,WATERFALL,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0116,Name a popular natural feature,Nature,TREE,38.0,FLOWER,24.0,MOUNTAIN,16.0,RIVER,10.0,LAKE,7.0,WATERFALL,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0117,Name something you see in a natural feature,Nature,FOREST,38.0,DESERT,24.0,OCEAN,16.0,GARDEN,10.0,PARK,7.0,MOUNTAIN,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0118,Name one thing you see in a natural feature,Nature,FOREST,38.0,DESERT,24.0,OCEAN,16.0,GARDEN,10.0,PARK,7.0,MOUNTAIN,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0119,Name a type of natural feature,Nature,WEATHER,38.0,STORM,24.0,CLOUD,16.0,FLOWER,10.0,TREE,7.0,ROCK,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0120,Name your favorite type of natural feature,Nature,WEATHER,38.0,STORM,24.0,CLOUD,16.0,FLOWER,10.0,TREE,7.0,ROCK,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0121,Name a popular type of natural feature,Nature,WEATHER,38.0,STORM,24.0,CLOUD,16.0,FLOWER,10.0,TREE,7.0,ROCK,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0122,Name something found in the natural feature,Nature,OCEAN,38.0,FOREST,24.0,DESERT,16.0,JUNGLE,10.0,RIVER,7.0,GARDEN,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0123,Name one thing found in the natural feature,Nature,OCEAN,38.0,FOREST,24.0,DESERT,16.0,JUNGLE,10.0,RIVER,7.0,GARDEN,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0124,Name a holiday,Holidays,CHRISTMAS,38.0,HALLOWEEN,24.0,THANKSGIVING,16.0,EASTER,10.0,NEW YEAR'S,7.0,VALENTINE'S DAY,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0125,Name your favorite holiday,Holidays,CHRISTMAS,38.0,HALLOWEEN,24.0,THANKSGIVING,16.0,EASTER,10.0,NEW YEAR'S,7.0,VALENTINE'S DAY,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0126,Name a popular holiday,Holidays,CHRISTMAS,38.0,HALLOWEEN,24.0,THANKSGIVING,16.0,EASTER,10.0,NEW YEAR'S,7.0,VALENTINE'S DAY,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0127,Name something associated with holiday,Holidays,CHRISTMAS,38.0,HALLOWEEN,24.0,THANKSGIVING,16.0,EASTER,10.0,NEW YEAR'S,7.0,VALENTINE'S DAY,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0128,Name one thing associated with holiday,Holidays,CHRISTMAS,38.0,HALLOWEEN,24.0,THANKSGIVING,16.0,EASTER,10.0,NEW YEAR'S,7.0,VALENTINE'S DAY,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0129,Name something people holiday on a holiday,Holidays,EAT,38.0,DECORATE,24.0,TRAVEL,16.0,GIFT,10.0,WATCH,7.0,CELEBRATE,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0130,Name one thing people holiday on a holiday,Holidays,EAT,38.0,DECORATE,24.0,TRAVEL,16.0,GIFT,10.0,WATCH,7.0,CELEBRATE,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0131,Name something you never leave daily activity without,Daily Life,PHONE,38.0,WALLET,24.0,KEYS,16.0,SHOES,10.0,WATCH,7.0,ID,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0132,Name one thing you never leave daily activity without,Daily Life,PHONE,38.0,WALLET,24.0,KEYS,16.0,SHOES,10.0,WATCH,7.0,ID,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0133,Name something people do before daily activity,Daily Life,BED,38.0,WORK,24.0,SCHOOL,16.0,DINNER,10.0,A TRIP,7.0,A PARTY,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0134,Name one thing people do before daily activity,Daily Life,BED,38.0,WORK,24.0,SCHOOL,16.0,DINNER,10.0,A TRIP,7.0,A PARTY,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0135,Name something people do when they are daily activity,Daily Life,BORED,38.0,TIRED,24.0,HUNGRY,16.0,HAPPY,10.0,ANGRY,7.0,STRESSED,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0136,Name one thing people do when they are daily activity,Daily Life,BORED,38.0,TIRED,24.0,HUNGRY,16.0,HAPPY,10.0,ANGRY,7.0,STRESSED,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0137,Name something you can daily activity,Daily Life,BUY,38.0,BORROW,24.0,BREAK,16.0,LOSE,10.0,FORGET,7.0,SHARE,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0138,Name one thing you can daily activity,Daily Life,BUY,38.0,BORROW,24.0,BREAK,16.0,LOSE,10.0,FORGET,7.0,SHARE,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0139,Name something families do family,Family,TOGETHER,38.0,ON WEEKENDS,24.0,AT HOME,16.0,ON VACATION,10.0,FOR FUN,7.0,AT DINNER,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0140,Name one thing families do family,Family,TOGETHER,38.0,ON WEEKENDS,24.0,AT HOME,16.0,ON VACATION,10.0,FOR FUN,7.0,AT DINNER,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0141,Name something a family might give you,Family,PARENT,38.0,FRIEND,24.0,SIBLING,16.0,GRANDPARENT,10.0,SPOUSE,7.0,CHILD,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0142,Name one thing a family might give you,Family,PARENT,38.0,FRIEND,24.0,SIBLING,16.0,GRANDPARENT,10.0,SPOUSE,7.0,CHILD,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0143,Name a family activity,Family,FAMILY,38.0,WEEKEND,24.0,BIRTHDAY,16.0,HOLIDAY,10.0,SUMMER,7.0,OUTDOOR,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0144,Name your favorite family activity,Family,FAMILY,38.0,WEEKEND,24.0,BIRTHDAY,16.0,HOLIDAY,10.0,SUMMER,7.0,OUTDOOR,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0145,Name a popular family activity,Family,FAMILY,38.0,WEEKEND,24.0,BIRTHDAY,16.0,HOLIDAY,10.0,SUMMER,7.0,OUTDOOR,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0146,Name something people buy at a store,Shopping,SUPERMARKET,38.0,MALL,24.0,PHARMACY,16.0,HARDWARE STORE,10.0,DEPARTMENT STORE,7.0,CONVENIENCE STORE,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0147,Name one thing people buy at a store,Shopping,SUPERMARKET,38.0,MALL,24.0,PHARMACY,16.0,HARDWARE STORE,10.0,DEPARTMENT STORE,7.0,CONVENIENCE STORE,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0148,Name something people shop for store,Shopping,ONLINE,38.0,AT A MALL,24.0,FOR GROCERIES,16.0,FOR CLOTHES,10.0,FOR GIFTS,7.0,DURING SALES,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0149,Name one thing people shop for store,Shopping,ONLINE,38.0,AT A MALL,24.0,FOR GROCERIES,16.0,FOR CLOTHES,10.0,FOR GIFTS,7.0,DURING SALES,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0150,Name something that often goes on store,Shopping,SALE,38.0,CLEARANCE,24.0,BACKORDER,16.0,A SHOPPING LIST,10.0,A RECEIPT,7.0,A CREDIT CARD,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0151,Name one thing that often goes on store,Shopping,SALE,38.0,CLEARANCE,24.0,BACKORDER,16.0,A SHOPPING LIST,10.0,A RECEIPT,7.0,A CREDIT CARD,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0152,Name something you see at a event,Party,PARTY,38.0,BIRTHDAY,24.0,WEDDING,16.0,CONCERT,10.0,BARBECUE,7.0,PICNIC,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0153,Name one thing you see at a event,Party,PARTY,38.0,BIRTHDAY,24.0,WEDDING,16.0,CONCERT,10.0,BARBECUE,7.0,PICNIC,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0154,Name something people do at a event,Party,PARTY,38.0,WEDDING,24.0,BIRTHDAY,16.0,CONCERT,10.0,BARBECUE,7.0,PICNIC,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0155,Name one thing people do at a event,Party,PARTY,38.0,WEDDING,24.0,BIRTHDAY,16.0,CONCERT,10.0,BARBECUE,7.0,PICNIC,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0156,Name a event food,Party,PARTY,38.0,BIRTHDAY,24.0,PICNIC,16.0,BARBECUE,10.0,WEDDING,7.0,GAME NIGHT,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0157,Name your favorite event food,Party,PARTY,38.0,BIRTHDAY,24.0,PICNIC,16.0,BARBECUE,10.0,WEDDING,7.0,GAME NIGHT,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0158,Name a popular event food,Party,PARTY,38.0,BIRTHDAY,24.0,PICNIC,16.0,BARBECUE,10.0,WEDDING,7.0,GAME NIGHT,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0159,Name a vehicle,Transportation,CAR,38.0,TRUCK,24.0,BUS,16.0,TRAIN,10.0,AIRPLANE,7.0,MOTORCYCLE,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0160,Name your favorite vehicle,Transportation,CAR,38.0,TRUCK,24.0,BUS,16.0,TRAIN,10.0,AIRPLANE,7.0,MOTORCYCLE,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0161,Name a popular vehicle,Transportation,CAR,38.0,TRUCK,24.0,BUS,16.0,TRAIN,10.0,AIRPLANE,7.0,MOTORCYCLE,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0162,Name something you find in a vehicle,Transportation,CAR,38.0,BUS,24.0,TRAIN,16.0,AIRPLANE,10.0,GARAGE,7.0,PARKING LOT,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0163,Name one thing you find in a vehicle,Transportation,CAR,38.0,BUS,24.0,TRAIN,16.0,AIRPLANE,10.0,GARAGE,7.0,PARKING LOT,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0164,Name something people do while vehicle,Transportation,DRIVING,38.0,FLYING,24.0,RIDING A BUS,16.0,WAITING FOR A TRAIN,10.0,COMMUTING,7.0,ON A ROAD TRIP,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0165,Name one thing people do while vehicle,Transportation,DRIVING,38.0,FLYING,24.0,RIDING A BUS,16.0,WAITING FOR A TRAIN,10.0,COMMUTING,7.0,ON A ROAD TRIP,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0166,Name an exercise people exercise,Health & Fitness,RUN,38.0,WALK,24.0,LIFT WEIGHTS,16.0,SWIM,10.0,CYCLE,7.0,STRETCH,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0167,Name a common exercise people exercise,Health & Fitness,RUN,38.0,WALK,24.0,LIFT WEIGHTS,16.0,SWIM,10.0,CYCLE,7.0,STRETCH,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0168,Name something found at a exercise,Health & Fitness,GYM,38.0,DOCTOR'S OFFICE,24.0,HOSPITAL,16.0,PHARMACY,10.0,FITNESS CENTER,7.0,POOL,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0169,Name one thing found at a exercise,Health & Fitness,GYM,38.0,DOCTOR'S OFFICE,24.0,HOSPITAL,16.0,PHARMACY,10.0,FITNESS CENTER,7.0,POOL,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0170,Name something people do to stay exercise,Health & Fitness,HEALTHY,38.0,FIT,24.0,STRONG,16.0,ACTIVE,10.0,RELAXED,7.0,HYDRATED,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0171,Name one thing people do to stay exercise,Health & Fitness,HEALTHY,38.0,FIT,24.0,STRONG,16.0,ACTIVE,10.0,RELAXED,7.0,HYDRATED,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0172,Name something people use money on,Money,SPEND,38.0,SAVE,24.0,BORROW,16.0,INVEST,10.0,WASTE,7.0,EARN,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0173,Name one thing people use money on,Money,SPEND,38.0,SAVE,24.0,BORROW,16.0,INVEST,10.0,WASTE,7.0,EARN,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0174,Name something people pay use,Money,RENT,38.0,BILLS,24.0,TAXES,16.0,GROCERIES,10.0,GAS,7.0,INSURANCE,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0175,Name one thing people pay use,Money,RENT,38.0,BILLS,24.0,TAXES,16.0,GROCERIES,10.0,GAS,7.0,INSURANCE,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0176,Name a way to use money,Money,SAVE,38.0,EARN,24.0,INVEST,16.0,SPEND,10.0,BORROW,7.0,DONATE,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0177,Name your favorite way to use money,Money,SAVE,38.0,EARN,24.0,INVEST,16.0,SPEND,10.0,BORROW,7.0,DONATE,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0178,Name a popular way to use money,Money,SAVE,38.0,EARN,24.0,INVEST,16.0,SPEND,10.0,BORROW,7.0,DONATE,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0179,Name a way people communication method,Communication,COMMUNICATE,38.0,CALL,24.0,TEXT,16.0,MESSAGE,10.0,EMAIL,7.0,VIDEO CHAT,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0180,Name your favorite way people communication method,Communication,COMMUNICATE,38.0,CALL,24.0,TEXT,16.0,MESSAGE,10.0,EMAIL,7.0,VIDEO CHAT,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0181,Name a popular way people communication method,Communication,COMMUNICATE,38.0,CALL,24.0,TEXT,16.0,MESSAGE,10.0,EMAIL,7.0,VIDEO CHAT,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0182,Name something people send in a communication method,Communication,TEXT,38.0,EMAIL,24.0,LETTER,16.0,PACKAGE,10.0,MESSAGE,7.0,POST,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0183,Name one thing people send in a communication method,Communication,TEXT,38.0,EMAIL,24.0,LETTER,16.0,PACKAGE,10.0,MESSAGE,7.0,POST,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0184,Name something you might say when communication method,Communication,ANSWERING THE PHONE,38.0,MEETING SOMEONE,24.0,LEAVING,16.0,APOLOGIZING,10.0,CELEBRATING,7.0,SAYING GOODBYE,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0185,Name one thing you might say when communication method,Communication,ANSWERING THE PHONE,38.0,MEETING SOMEONE,24.0,LEAVING,16.0,APOLOGIZING,10.0,CELEBRATING,7.0,SAYING GOODBYE,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0186,Name a game game,Games,BOARD,38.0,CARD,24.0,PARTY,16.0,VIDEO,10.0,MOBILE,7.0,WORD,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0187,Name your favorite game game,Games,BOARD,38.0,CARD,24.0,PARTY,16.0,VIDEO,10.0,MOBILE,7.0,WORD,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0188,Name a popular game game,Games,BOARD,38.0,CARD,24.0,PARTY,16.0,VIDEO,10.0,MOBILE,7.0,WORD,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0189,Name something used in a game,Games,BOARD GAME,38.0,CARD GAME,24.0,VIDEO GAME,16.0,PARTY GAME,10.0,ARCADE GAME,7.0,PUZZLE,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0190,Name one thing used in a game,Games,BOARD GAME,38.0,CARD GAME,24.0,VIDEO GAME,16.0,PARTY GAME,10.0,ARCADE GAME,7.0,PUZZLE,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0191,Name a game game people play with friends,Games,CARD,38.0,BOARD,24.0,PARTY,16.0,VIDEO,10.0,WORD,7.0,SPORTS,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0192,Name your favorite game game people play with friends,Games,CARD,38.0,BOARD,24.0,PARTY,16.0,VIDEO,10.0,WORD,7.0,SPORTS,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0193,Name a popular game game people play with friends,Games,CARD,38.0,BOARD,24.0,PARTY,16.0,VIDEO,10.0,WORD,7.0,SPORTS,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0194,Name a color,Colors,RED,38.0,BLUE,24.0,GREEN,16.0,YELLOW,10.0,PURPLE,7.0,ORANGE,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0195,Name your favorite color,Colors,RED,38.0,BLUE,24.0,GREEN,16.0,YELLOW,10.0,PURPLE,7.0,ORANGE,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0196,Name a popular color,Colors,RED,38.0,BLUE,24.0,GREEN,16.0,YELLOW,10.0,PURPLE,7.0,ORANGE,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0197,Name something commonly color,Colors,RED,38.0,BLUE,24.0,GREEN,16.0,YELLOW,10.0,BLACK,7.0,WHITE,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0198,Name one thing commonly color,Colors,RED,38.0,BLUE,24.0,GREEN,16.0,YELLOW,10.0,BLACK,7.0,WHITE,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0199,Name a place people go to place,Places,EAT,38.0,SHOP,24.0,RELAX,16.0,EXERCISE,10.0,STUDY,7.0,HAVE FUN,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0200,Name your favorite place people go to place,Places,EAT,38.0,SHOP,24.0,RELAX,16.0,EXERCISE,10.0,STUDY,7.0,HAVE FUN,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0201,Name a popular place people go to place,Places,EAT,38.0,SHOP,24.0,RELAX,16.0,EXERCISE,10.0,STUDY,7.0,HAVE FUN,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0202,Name a place you might see a place,Places,DOCTOR,38.0,TEACHER,24.0,POLICE OFFICER,16.0,CHEF,10.0,ATHLETE,7.0,PILOT,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0203,Name your favorite place you might see a place,Places,DOCTOR,38.0,TEACHER,24.0,POLICE OFFICER,16.0,CHEF,10.0,ATHLETE,7.0,PILOT,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0204,Name a popular place you might see a place,Places,DOCTOR,38.0,TEACHER,24.0,POLICE OFFICER,16.0,CHEF,10.0,ATHLETE,7.0,PILOT,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0205,Name something that comes in object,Objects,PAIRS,38.0,BOXES,24.0,BOTTLES,16.0,CANS,10.0,BAGS,7.0,PACKS,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0206,Name one thing that comes in object,Objects,PAIRS,38.0,BOXES,24.0,BOTTLES,16.0,CANS,10.0,BAGS,7.0,PACKS,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0207,Name something you can object,Objects,OPEN,38.0,CLOSE,24.0,BREAK,16.0,THROW,10.0,CARRY,7.0,FOLD,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0208,Name one thing you can object,Objects,OPEN,38.0,CLOSE,24.0,BREAK,16.0,THROW,10.0,CARRY,7.0,FOLD,5.0,synthetic_original,Popularity weights are modeled for gameplay; not real survey data and not copied from Famobi.
Q0209,Name a food commonly found at breakfast,Food,PIZZA,38.0,BURGER,24.0,FRIES,16.0,CHICKEN,10.0,PASTA,7.0,ICE CREAM,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0210,Name a food commonly found for lunch,Food,PIZZA,38.0,BURGER,24.0,FRIES,16.0,CHICKEN,10.0,PASTA,7.0,ICE CREAM,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0211,Name a food commonly found for dinner,Food,PIZZA,38.0,BURGER,24.0,FRIES,16.0,CHICKEN,10.0,PASTA,7.0,ICE CREAM,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0212,Name a food commonly found at a restaurant,Food,PIZZA,38.0,BURGER,24.0,FRIES,16.0,CHICKEN,10.0,PASTA,7.0,ICE CREAM,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0213,Name a food commonly found at a barbecue,Food,PIZZA,38.0,BURGER,24.0,FRIES,16.0,CHICKEN,10.0,PASTA,7.0,ICE CREAM,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0214,Name a food commonly found at a picnic,Food,PIZZA,38.0,BURGER,24.0,FRIES,16.0,CHICKEN,10.0,PASTA,7.0,ICE CREAM,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0215,Name a food commonly found at a party,Food,PIZZA,38.0,BURGER,24.0,FRIES,16.0,CHICKEN,10.0,PASTA,7.0,ICE CREAM,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0216,Name a food commonly found as a snack,Food,PIZZA,38.0,BURGER,24.0,FRIES,16.0,CHICKEN,10.0,PASTA,7.0,ICE CREAM,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0217,Name a food commonly found on a road trip,Food,PIZZA,38.0,BURGER,24.0,FRIES,16.0,CHICKEN,10.0,PASTA,7.0,ICE CREAM,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0218,Name a food commonly found at a movie theater,Food,PIZZA,38.0,BURGER,24.0,FRIES,16.0,CHICKEN,10.0,PASTA,7.0,ICE CREAM,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0219,Name a food commonly found on a menu,Food,PIZZA,38.0,BURGER,24.0,FRIES,16.0,CHICKEN,10.0,PASTA,7.0,ICE CREAM,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0220,Name a food commonly found at a family dinner,Food,PIZZA,38.0,BURGER,24.0,FRIES,16.0,CHICKEN,10.0,PASTA,7.0,ICE CREAM,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0221,Name an animal you might see at a zoo,Animals,DOG,38.0,CAT,24.0,HORSE,16.0,COW,10.0,PIG,7.0,CHICKEN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0222,Name an animal you might see on a farm,Animals,DOG,38.0,CAT,24.0,HORSE,16.0,COW,10.0,PIG,7.0,CHICKEN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0223,Name an animal you might see in the wild,Animals,DOG,38.0,CAT,24.0,HORSE,16.0,COW,10.0,PIG,7.0,CHICKEN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0224,Name an animal you might see as a pet,Animals,DOG,38.0,CAT,24.0,HORSE,16.0,COW,10.0,PIG,7.0,CHICKEN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0225,Name an animal you might see in a forest,Animals,DOG,38.0,CAT,24.0,HORSE,16.0,COW,10.0,PIG,7.0,CHICKEN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0226,Name an animal you might see in the ocean,Animals,DOG,38.0,CAT,24.0,HORSE,16.0,COW,10.0,PIG,7.0,CHICKEN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0227,Name an animal you might see in a cartoon,Animals,DOG,38.0,CAT,24.0,HORSE,16.0,COW,10.0,PIG,7.0,CHICKEN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0228,Name an animal you might see on a safari,Animals,DOG,38.0,CAT,24.0,HORSE,16.0,COW,10.0,PIG,7.0,CHICKEN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0229,Name an animal you might see children love,Animals,DOG,38.0,CAT,24.0,HORSE,16.0,COW,10.0,PIG,7.0,CHICKEN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0230,Name an animal you might see you might photograph,Animals,DOG,38.0,CAT,24.0,HORSE,16.0,COW,10.0,PIG,7.0,CHICKEN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0231,Name an animal you might see you might fear,Animals,DOG,38.0,CAT,24.0,HORSE,16.0,COW,10.0,PIG,7.0,CHICKEN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
